location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Barbados,2022-02-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",https://gisbarbados.gov.bb/blog/covid-19-update-for-sunday-february-27/,309497,160091,149406
