date,indicator,value,entity
2020-09-01,Daily ICU occupancy,125,Israel
2020-09-01,Daily hospital occupancy,1057,Israel
2020-09-01,Weekly new ICU admissions,51.0,Israel
2020-09-01,Weekly new hospital admissions,959.0,Israel
2020-09-02,Daily ICU occupancy,125,Israel
2020-09-02,Daily hospital occupancy,1032,Israel
2020-09-02,Weekly new ICU admissions,56.0,Israel
2020-09-02,Weekly new hospital admissions,920.0,Israel
2020-09-03,Daily ICU occupancy,118,Israel
2020-09-03,Daily hospital occupancy,1046,Israel
2020-09-03,Weekly new ICU admissions,56.0,Israel
2020-09-03,Weekly new hospital admissions,926.0,Israel
2020-09-04,Daily ICU occupancy,123,Israel
2020-09-04,Daily hospital occupancy,1021,Israel
2020-09-04,Weekly new ICU admissions,58.0,Israel
2020-09-04,Weekly new hospital admissions,950.0,Israel
2020-09-05,Daily ICU occupancy,133,Israel
2020-09-05,Daily hospital occupancy,1039,Israel
2020-09-05,Weekly new ICU admissions,66.0,Israel
2020-09-05,Weekly new hospital admissions,973.0,Israel
2020-09-06,Daily ICU occupancy,137,Israel
2020-09-06,Daily hospital occupancy,1154,Israel
2020-09-06,Weekly new ICU admissions,66.0,Israel
2020-09-06,Weekly new hospital admissions,981.0,Israel
2020-09-07,Daily ICU occupancy,138,Israel
2020-09-07,Daily hospital occupancy,1153,Israel
2020-09-07,Weekly new ICU admissions,69.0,Israel
2020-09-07,Weekly new hospital admissions,992.0,Israel
2020-09-08,Daily ICU occupancy,145,Israel
2020-09-08,Daily hospital occupancy,1172,Israel
2020-09-08,Weekly new ICU admissions,69.0,Israel
2020-09-08,Weekly new hospital admissions,1034.0,Israel
2020-09-09,Daily ICU occupancy,151,Israel
2020-09-09,Daily hospital occupancy,1187,Israel
2020-09-09,Weekly new ICU admissions,64.0,Israel
2020-09-09,Weekly new hospital admissions,1086.0,Israel
2020-09-10,Daily ICU occupancy,153,Israel
2020-09-10,Daily hospital occupancy,1214,Israel
2020-09-10,Weekly new ICU admissions,67.0,Israel
2020-09-10,Weekly new hospital admissions,1120.0,Israel
2020-09-11,Daily ICU occupancy,142,Israel
2020-09-11,Daily hospital occupancy,1218,Israel
2020-09-11,Weekly new ICU admissions,66.0,Israel
2020-09-11,Weekly new hospital admissions,1142.0,Israel
2020-09-12,Daily ICU occupancy,139,Israel
2020-09-12,Daily hospital occupancy,1219,Israel
2020-09-12,Weekly new ICU admissions,61.0,Israel
2020-09-12,Weekly new hospital admissions,1168.0,Israel
2020-09-13,Daily ICU occupancy,152,Israel
2020-09-13,Daily hospital occupancy,1344,Israel
2020-09-13,Weekly new ICU admissions,61.0,Israel
2020-09-13,Weekly new hospital admissions,1198.0,Israel
2020-09-14,Daily ICU occupancy,146,Israel
2020-09-14,Daily hospital occupancy,1378,Israel
2020-09-14,Weekly new ICU admissions,62.0,Israel
2020-09-14,Weekly new hospital admissions,1245.0,Israel
2020-09-15,Daily ICU occupancy,144,Israel
2020-09-15,Daily hospital occupancy,1383,Israel
2020-09-15,Weekly new ICU admissions,63.0,Israel
2020-09-15,Weekly new hospital admissions,1275.0,Israel
2020-09-16,Daily ICU occupancy,143,Israel
2020-09-16,Daily hospital occupancy,1417,Israel
2020-09-16,Weekly new ICU admissions,65.0,Israel
2020-09-16,Weekly new hospital admissions,1307.0,Israel
2020-09-17,Daily ICU occupancy,166,Israel
2020-09-17,Daily hospital occupancy,1445,Israel
2020-09-17,Weekly new ICU admissions,73.0,Israel
2020-09-17,Weekly new hospital admissions,1351.0,Israel
2020-09-18,Daily ICU occupancy,156,Israel
2020-09-18,Daily hospital occupancy,1452,Israel
2020-09-18,Weekly new ICU admissions,81.0,Israel
2020-09-18,Weekly new hospital admissions,1398.0,Israel
2020-09-19,Daily ICU occupancy,164,Israel
2020-09-19,Daily hospital occupancy,1429,Israel
2020-09-19,Weekly new ICU admissions,86.0,Israel
2020-09-19,Weekly new hospital admissions,1409.0,Israel
2020-09-20,Daily ICU occupancy,169,Israel
2020-09-20,Daily hospital occupancy,1530,Israel
2020-09-20,Weekly new ICU admissions,90.0,Israel
2020-09-20,Weekly new hospital admissions,1421.0,Israel
2020-09-21,Daily ICU occupancy,176,Israel
2020-09-21,Daily hospital occupancy,1621,Israel
2020-09-21,Weekly new ICU admissions,96.0,Israel
2020-09-21,Weekly new hospital admissions,1431.0,Israel
2020-09-22,Daily ICU occupancy,183,Israel
2020-09-22,Daily hospital occupancy,1616,Israel
2020-09-22,Weekly new ICU admissions,103.0,Israel
2020-09-22,Weekly new hospital admissions,1478.0,Israel
2020-09-23,Daily ICU occupancy,169,Israel
2020-09-23,Daily hospital occupancy,1634,Israel
2020-09-23,Weekly new ICU admissions,99.0,Israel
2020-09-23,Weekly new hospital admissions,1512.0,Israel
2020-09-24,Daily ICU occupancy,201,Israel
2020-09-24,Daily hospital occupancy,1683,Israel
2020-09-24,Weekly new ICU admissions,97.0,Israel
2020-09-24,Weekly new hospital admissions,1551.0,Israel
2020-09-25,Daily ICU occupancy,208,Israel
2020-09-25,Daily hospital occupancy,1684,Israel
2020-09-25,Weekly new ICU admissions,101.0,Israel
2020-09-25,Weekly new hospital admissions,1588.0,Israel
2020-09-26,Daily ICU occupancy,222,Israel
2020-09-26,Daily hospital occupancy,1702,Israel
2020-09-26,Weekly new ICU admissions,113.0,Israel
2020-09-26,Weekly new hospital admissions,1645.0,Israel
2020-09-27,Daily ICU occupancy,228,Israel
2020-09-27,Daily hospital occupancy,1836,Israel
2020-09-27,Weekly new ICU admissions,125.0,Israel
2020-09-27,Weekly new hospital admissions,1705.0,Israel
2020-09-28,Daily ICU occupancy,222,Israel
2020-09-28,Daily hospital occupancy,1800,Israel
2020-09-28,Weekly new ICU admissions,122.0,Israel
2020-09-28,Weekly new hospital admissions,1662.0,Israel
2020-09-29,Daily ICU occupancy,248,Israel
2020-09-29,Daily hospital occupancy,1967,Israel
2020-09-29,Weekly new ICU admissions,120.0,Israel
2020-09-29,Weekly new hospital admissions,1699.0,Israel
2020-09-30,Daily ICU occupancy,251,Israel
2020-09-30,Daily hospital occupancy,1911,Israel
2020-09-30,Weekly new ICU admissions,134.0,Israel
2020-09-30,Weekly new hospital admissions,1723.0,Israel
2020-10-01,Daily ICU occupancy,240,Israel
2020-10-01,Daily hospital occupancy,1884,Israel
2020-10-01,Weekly new ICU admissions,132.0,Israel
2020-10-01,Weekly new hospital admissions,1727.0,Israel
2020-10-02,Daily ICU occupancy,251,Israel
2020-10-02,Daily hospital occupancy,1848,Israel
2020-10-02,Weekly new ICU admissions,130.0,Israel
2020-10-02,Weekly new hospital admissions,1715.0,Israel
2020-10-03,Daily ICU occupancy,260,Israel
2020-10-03,Daily hospital occupancy,1835,Israel
2020-10-03,Weekly new ICU admissions,128.0,Israel
2020-10-03,Weekly new hospital admissions,1687.0,Israel
2020-10-04,Daily ICU occupancy,264,Israel
2020-10-04,Daily hospital occupancy,1965,Israel
2020-10-04,Weekly new ICU admissions,121.0,Israel
2020-10-04,Weekly new hospital admissions,1669.0,Israel
2020-10-05,Daily ICU occupancy,270,Israel
2020-10-05,Daily hospital occupancy,1928,Israel
2020-10-05,Weekly new ICU admissions,125.0,Israel
2020-10-05,Weekly new hospital admissions,1708.0,Israel
2020-10-06,Daily ICU occupancy,276,Israel
2020-10-06,Daily hospital occupancy,1925,Israel
2020-10-06,Weekly new ICU admissions,126.0,Israel
2020-10-06,Weekly new hospital admissions,1644.0,Israel
2020-10-07,Daily ICU occupancy,281,Israel
2020-10-07,Daily hospital occupancy,1868,Israel
2020-10-07,Weekly new ICU admissions,130.0,Israel
2020-10-07,Weekly new hospital admissions,1594.0,Israel
2020-10-08,Daily ICU occupancy,282,Israel
2020-10-08,Daily hospital occupancy,1859,Israel
2020-10-08,Weekly new ICU admissions,142.0,Israel
2020-10-08,Weekly new hospital admissions,1515.0,Israel
2020-10-09,Daily ICU occupancy,270,Israel
2020-10-09,Daily hospital occupancy,1748,Israel
2020-10-09,Weekly new ICU admissions,139.0,Israel
2020-10-09,Weekly new hospital admissions,1476.0,Israel
2020-10-10,Daily ICU occupancy,276,Israel
2020-10-10,Daily hospital occupancy,1725,Israel
2020-10-10,Weekly new ICU admissions,134.0,Israel
2020-10-10,Weekly new hospital admissions,1438.0,Israel
2020-10-11,Daily ICU occupancy,275,Israel
2020-10-11,Daily hospital occupancy,1863,Israel
2020-10-11,Weekly new ICU admissions,138.0,Israel
2020-10-11,Weekly new hospital admissions,1424.0,Israel
2020-10-12,Daily ICU occupancy,274,Israel
2020-10-12,Daily hospital occupancy,1785,Israel
2020-10-12,Weekly new ICU admissions,138.0,Israel
2020-10-12,Weekly new hospital admissions,1393.0,Israel
2020-10-13,Daily ICU occupancy,285,Israel
2020-10-13,Daily hospital occupancy,1688,Israel
2020-10-13,Weekly new ICU admissions,141.0,Israel
2020-10-13,Weekly new hospital admissions,1309.0,Israel
2020-10-14,Daily ICU occupancy,267,Israel
2020-10-14,Daily hospital occupancy,1624,Israel
2020-10-14,Weekly new ICU admissions,127.0,Israel
2020-10-14,Weekly new hospital admissions,1243.0,Israel
2020-10-15,Daily ICU occupancy,268,Israel
2020-10-15,Daily hospital occupancy,1543,Israel
2020-10-15,Weekly new ICU admissions,114.0,Israel
2020-10-15,Weekly new hospital admissions,1204.0,Israel
2020-10-16,Daily ICU occupancy,264,Israel
2020-10-16,Daily hospital occupancy,1421,Israel
2020-10-16,Weekly new ICU admissions,118.0,Israel
2020-10-16,Weekly new hospital admissions,1124.0,Israel
2020-10-17,Daily ICU occupancy,256,Israel
2020-10-17,Daily hospital occupancy,1335,Israel
2020-10-17,Weekly new ICU admissions,107.0,Israel
2020-10-17,Weekly new hospital admissions,1046.0,Israel
2020-10-18,Daily ICU occupancy,243,Israel
2020-10-18,Daily hospital occupancy,1389,Israel
2020-10-18,Weekly new ICU admissions,117.0,Israel
2020-10-18,Weekly new hospital admissions,932.0,Israel
2020-10-19,Daily ICU occupancy,258,Israel
2020-10-19,Daily hospital occupancy,1332,Israel
2020-10-19,Weekly new ICU admissions,112.0,Israel
2020-10-19,Weekly new hospital admissions,870.0,Israel
2020-10-20,Daily ICU occupancy,265,Israel
2020-10-20,Daily hospital occupancy,1274,Israel
2020-10-20,Weekly new ICU admissions,107.0,Israel
2020-10-20,Weekly new hospital admissions,844.0,Israel
2020-10-21,Daily ICU occupancy,258,Israel
2020-10-21,Daily hospital occupancy,1232,Israel
2020-10-21,Weekly new ICU admissions,113.0,Israel
2020-10-21,Weekly new hospital admissions,787.0,Israel
2020-10-22,Daily ICU occupancy,245,Israel
2020-10-22,Daily hospital occupancy,1172,Israel
2020-10-22,Weekly new ICU admissions,108.0,Israel
2020-10-22,Weekly new hospital admissions,719.0,Israel
2020-10-23,Daily ICU occupancy,235,Israel
2020-10-23,Daily hospital occupancy,1113,Israel
2020-10-23,Weekly new ICU admissions,106.0,Israel
2020-10-23,Weekly new hospital admissions,696.0,Israel
2020-10-24,Daily ICU occupancy,232,Israel
2020-10-24,Daily hospital occupancy,1088,Israel
2020-10-24,Weekly new ICU admissions,112.0,Israel
2020-10-24,Weekly new hospital admissions,710.0,Israel
2020-10-25,Daily ICU occupancy,236,Israel
2020-10-25,Daily hospital occupancy,1110,Israel
2020-10-25,Weekly new ICU admissions,91.0,Israel
2020-10-25,Weekly new hospital admissions,658.0,Israel
2020-10-26,Daily ICU occupancy,227,Israel
2020-10-26,Daily hospital occupancy,1031,Israel
2020-10-26,Weekly new ICU admissions,86.0,Israel
2020-10-26,Weekly new hospital admissions,607.0,Israel
2020-10-27,Daily ICU occupancy,215,Israel
2020-10-27,Daily hospital occupancy,962,Israel
2020-10-27,Weekly new ICU admissions,83.0,Israel
2020-10-27,Weekly new hospital admissions,575.0,Israel
2020-10-28,Daily ICU occupancy,211,Israel
2020-10-28,Daily hospital occupancy,922,Israel
2020-10-28,Weekly new ICU admissions,71.0,Israel
2020-10-28,Weekly new hospital admissions,546.0,Israel
2020-10-29,Daily ICU occupancy,205,Israel
2020-10-29,Daily hospital occupancy,889,Israel
2020-10-29,Weekly new ICU admissions,73.0,Israel
2020-10-29,Weekly new hospital admissions,523.0,Israel
2020-10-30,Daily ICU occupancy,201,Israel
2020-10-30,Daily hospital occupancy,827,Israel
2020-10-30,Weekly new ICU admissions,61.0,Israel
2020-10-30,Weekly new hospital admissions,494.0,Israel
2020-10-31,Daily ICU occupancy,186,Israel
2020-10-31,Daily hospital occupancy,795,Israel
2020-10-31,Weekly new ICU admissions,51.0,Israel
2020-10-31,Weekly new hospital admissions,462.0,Israel
2020-11-01,Daily ICU occupancy,190,Israel
2020-11-01,Daily hospital occupancy,824,Israel
2020-11-01,Weekly new ICU admissions,47.0,Israel
2020-11-01,Weekly new hospital admissions,444.0,Israel
2020-11-02,Daily ICU occupancy,198,Israel
2020-11-02,Daily hospital occupancy,790,Israel
2020-11-02,Weekly new ICU admissions,46.0,Israel
2020-11-02,Weekly new hospital admissions,425.0,Israel
2020-11-03,Daily ICU occupancy,188,Israel
2020-11-03,Daily hospital occupancy,774,Israel
2020-11-03,Weekly new ICU admissions,44.0,Israel
2020-11-03,Weekly new hospital admissions,410.0,Israel
2020-11-04,Daily ICU occupancy,181,Israel
2020-11-04,Daily hospital occupancy,734,Israel
2020-11-04,Weekly new ICU admissions,45.0,Israel
2020-11-04,Weekly new hospital admissions,404.0,Israel
2020-11-05,Daily ICU occupancy,175,Israel
2020-11-05,Daily hospital occupancy,719,Israel
2020-11-05,Weekly new ICU admissions,42.0,Israel
2020-11-05,Weekly new hospital admissions,409.0,Israel
2020-11-06,Daily ICU occupancy,157,Israel
2020-11-06,Daily hospital occupancy,697,Israel
2020-11-06,Weekly new ICU admissions,42.0,Israel
2020-11-06,Weekly new hospital admissions,413.0,Israel
2020-11-07,Daily ICU occupancy,158,Israel
2020-11-07,Daily hospital occupancy,669,Israel
2020-11-07,Weekly new ICU admissions,43.0,Israel
2020-11-07,Weekly new hospital admissions,392.0,Israel
2020-11-08,Daily ICU occupancy,166,Israel
2020-11-08,Daily hospital occupancy,704,Israel
2020-11-08,Weekly new ICU admissions,41.0,Israel
2020-11-08,Weekly new hospital admissions,388.0,Israel
2020-11-09,Daily ICU occupancy,162,Israel
2020-11-09,Daily hospital occupancy,707,Israel
2020-11-09,Weekly new ICU admissions,36.0,Israel
2020-11-09,Weekly new hospital admissions,387.0,Israel
2020-11-10,Daily ICU occupancy,155,Israel
2020-11-10,Daily hospital occupancy,697,Israel
2020-11-10,Weekly new ICU admissions,29.0,Israel
2020-11-10,Weekly new hospital admissions,373.0,Israel
2020-11-11,Daily ICU occupancy,155,Israel
2020-11-11,Daily hospital occupancy,677,Israel
2020-11-11,Weekly new ICU admissions,35.0,Israel
2020-11-11,Weekly new hospital admissions,368.0,Israel
2020-11-12,Daily ICU occupancy,144,Israel
2020-11-12,Daily hospital occupancy,659,Israel
2020-11-12,Weekly new ICU admissions,37.0,Israel
2020-11-12,Weekly new hospital admissions,364.0,Israel
2020-11-13,Daily ICU occupancy,142,Israel
2020-11-13,Daily hospital occupancy,641,Israel
2020-11-13,Weekly new ICU admissions,38.0,Israel
2020-11-13,Weekly new hospital admissions,351.0,Israel
2020-11-14,Daily ICU occupancy,141,Israel
2020-11-14,Daily hospital occupancy,659,Israel
2020-11-14,Weekly new ICU admissions,37.0,Israel
2020-11-14,Weekly new hospital admissions,374.0,Israel
2020-11-15,Daily ICU occupancy,146,Israel
2020-11-15,Daily hospital occupancy,696,Israel
2020-11-15,Weekly new ICU admissions,35.0,Israel
2020-11-15,Weekly new hospital admissions,384.0,Israel
2020-11-16,Daily ICU occupancy,139,Israel
2020-11-16,Daily hospital occupancy,691,Israel
2020-11-16,Weekly new ICU admissions,38.0,Israel
2020-11-16,Weekly new hospital admissions,393.0,Israel
2020-11-17,Daily ICU occupancy,139,Israel
2020-11-17,Daily hospital occupancy,672,Israel
2020-11-17,Weekly new ICU admissions,43.0,Israel
2020-11-17,Weekly new hospital admissions,401.0,Israel
2020-11-18,Daily ICU occupancy,140,Israel
2020-11-18,Daily hospital occupancy,655,Israel
2020-11-18,Weekly new ICU admissions,39.0,Israel
2020-11-18,Weekly new hospital admissions,406.0,Israel
2020-11-19,Daily ICU occupancy,137,Israel
2020-11-19,Daily hospital occupancy,679,Israel
2020-11-19,Weekly new ICU admissions,37.0,Israel
2020-11-19,Weekly new hospital admissions,429.0,Israel
2020-11-20,Daily ICU occupancy,143,Israel
2020-11-20,Daily hospital occupancy,676,Israel
2020-11-20,Weekly new ICU admissions,37.0,Israel
2020-11-20,Weekly new hospital admissions,440.0,Israel
2020-11-21,Daily ICU occupancy,135,Israel
2020-11-21,Daily hospital occupancy,671,Israel
2020-11-21,Weekly new ICU admissions,38.0,Israel
2020-11-21,Weekly new hospital admissions,431.0,Israel
2020-11-22,Daily ICU occupancy,132,Israel
2020-11-22,Daily hospital occupancy,681,Israel
2020-11-22,Weekly new ICU admissions,38.0,Israel
2020-11-22,Weekly new hospital admissions,414.0,Israel
2020-11-23,Daily ICU occupancy,125,Israel
2020-11-23,Daily hospital occupancy,664,Israel
2020-11-23,Weekly new ICU admissions,36.0,Israel
2020-11-23,Weekly new hospital admissions,412.0,Israel
2020-11-24,Daily ICU occupancy,125,Israel
2020-11-24,Daily hospital occupancy,631,Israel
2020-11-24,Weekly new ICU admissions,33.0,Israel
2020-11-24,Weekly new hospital admissions,404.0,Israel
2020-11-25,Daily ICU occupancy,121,Israel
2020-11-25,Daily hospital occupancy,635,Israel
2020-11-25,Weekly new ICU admissions,28.0,Israel
2020-11-25,Weekly new hospital admissions,423.0,Israel
2020-11-26,Daily ICU occupancy,114,Israel
2020-11-26,Daily hospital occupancy,654,Israel
2020-11-26,Weekly new ICU admissions,29.0,Israel
2020-11-26,Weekly new hospital admissions,412.0,Israel
2020-11-27,Daily ICU occupancy,114,Israel
2020-11-27,Daily hospital occupancy,614,Israel
2020-11-27,Weekly new ICU admissions,32.0,Israel
2020-11-27,Weekly new hospital admissions,394.0,Israel
2020-11-28,Daily ICU occupancy,107,Israel
2020-11-28,Daily hospital occupancy,609,Israel
2020-11-28,Weekly new ICU admissions,28.0,Israel
2020-11-28,Weekly new hospital admissions,395.0,Israel
2020-11-29,Daily ICU occupancy,105,Israel
2020-11-29,Daily hospital occupancy,659,Israel
2020-11-29,Weekly new ICU admissions,26.0,Israel
2020-11-29,Weekly new hospital admissions,426.0,Israel
2020-11-30,Daily ICU occupancy,103,Israel
2020-11-30,Daily hospital occupancy,676,Israel
2020-11-30,Weekly new ICU admissions,25.0,Israel
2020-11-30,Weekly new hospital admissions,460.0,Israel
2020-12-01,Daily ICU occupancy,100,Israel
2020-12-01,Daily hospital occupancy,687,Israel
2020-12-01,Weekly new ICU admissions,24.0,Israel
2020-12-01,Weekly new hospital admissions,506.0,Israel
2020-12-02,Daily ICU occupancy,99,Israel
2020-12-02,Daily hospital occupancy,687,Israel
2020-12-02,Weekly new ICU admissions,29.0,Israel
2020-12-02,Weekly new hospital admissions,510.0,Israel
2020-12-03,Daily ICU occupancy,106,Israel
2020-12-03,Daily hospital occupancy,705,Israel
2020-12-03,Weekly new ICU admissions,30.0,Israel
2020-12-03,Weekly new hospital admissions,533.0,Israel
2020-12-04,Daily ICU occupancy,114,Israel
2020-12-04,Daily hospital occupancy,725,Israel
2020-12-04,Weekly new ICU admissions,33.0,Israel
2020-12-04,Weekly new hospital admissions,598.0,Israel
2020-12-05,Daily ICU occupancy,107,Israel
2020-12-05,Daily hospital occupancy,721,Israel
2020-12-05,Weekly new ICU admissions,34.0,Israel
2020-12-05,Weekly new hospital admissions,626.0,Israel
2020-12-06,Daily ICU occupancy,116,Israel
2020-12-06,Daily hospital occupancy,753,Israel
2020-12-06,Weekly new ICU admissions,38.0,Israel
2020-12-06,Weekly new hospital admissions,625.0,Israel
2020-12-07,Daily ICU occupancy,113,Israel
2020-12-07,Daily hospital occupancy,749,Israel
2020-12-07,Weekly new ICU admissions,39.0,Israel
2020-12-07,Weekly new hospital admissions,617.0,Israel
2020-12-08,Daily ICU occupancy,114,Israel
2020-12-08,Daily hospital occupancy,762,Israel
2020-12-08,Weekly new ICU admissions,47.0,Israel
2020-12-08,Weekly new hospital admissions,620.0,Israel
2020-12-09,Daily ICU occupancy,112,Israel
2020-12-09,Daily hospital occupancy,774,Israel
2020-12-09,Weekly new ICU admissions,48.0,Israel
2020-12-09,Weekly new hospital admissions,641.0,Israel
2020-12-10,Daily ICU occupancy,111,Israel
2020-12-10,Daily hospital occupancy,799,Israel
2020-12-10,Weekly new ICU admissions,51.0,Israel
2020-12-10,Weekly new hospital admissions,660.0,Israel
2020-12-11,Daily ICU occupancy,113,Israel
2020-12-11,Daily hospital occupancy,801,Israel
2020-12-11,Weekly new ICU admissions,48.0,Israel
2020-12-11,Weekly new hospital admissions,664.0,Israel
2020-12-12,Daily ICU occupancy,119,Israel
2020-12-12,Daily hospital occupancy,811,Israel
2020-12-12,Weekly new ICU admissions,53.0,Israel
2020-12-12,Weekly new hospital admissions,675.0,Israel
2020-12-13,Daily ICU occupancy,116,Israel
2020-12-13,Daily hospital occupancy,887,Israel
2020-12-13,Weekly new ICU admissions,58.0,Israel
2020-12-13,Weekly new hospital admissions,721.0,Israel
2020-12-14,Daily ICU occupancy,120,Israel
2020-12-14,Daily hospital occupancy,942,Israel
2020-12-14,Weekly new ICU admissions,61.0,Israel
2020-12-14,Weekly new hospital admissions,777.0,Israel
2020-12-15,Daily ICU occupancy,119,Israel
2020-12-15,Daily hospital occupancy,965,Israel
2020-12-15,Weekly new ICU admissions,63.0,Israel
2020-12-15,Weekly new hospital admissions,813.0,Israel
2020-12-16,Daily ICU occupancy,127,Israel
2020-12-16,Daily hospital occupancy,960,Israel
2020-12-16,Weekly new ICU admissions,65.0,Israel
2020-12-16,Weekly new hospital admissions,829.0,Israel
2020-12-17,Daily ICU occupancy,130,Israel
2020-12-17,Daily hospital occupancy,996,Israel
2020-12-17,Weekly new ICU admissions,62.0,Israel
2020-12-17,Weekly new hospital admissions,863.0,Israel
2020-12-18,Daily ICU occupancy,129,Israel
2020-12-18,Daily hospital occupancy,1017,Israel
2020-12-18,Weekly new ICU admissions,63.0,Israel
2020-12-18,Weekly new hospital admissions,885.0,Israel
2020-12-19,Daily ICU occupancy,144,Israel
2020-12-19,Daily hospital occupancy,1041,Israel
2020-12-19,Weekly new ICU admissions,71.0,Israel
2020-12-19,Weekly new hospital admissions,929.0,Israel
2020-12-20,Daily ICU occupancy,146,Israel
2020-12-20,Daily hospital occupancy,1123,Israel
2020-12-20,Weekly new ICU admissions,70.0,Israel
2020-12-20,Weekly new hospital admissions,951.0,Israel
2020-12-21,Daily ICU occupancy,151,Israel
2020-12-21,Daily hospital occupancy,1136,Israel
2020-12-21,Weekly new ICU admissions,74.0,Israel
2020-12-21,Weekly new hospital admissions,948.0,Israel
2020-12-22,Daily ICU occupancy,148,Israel
2020-12-22,Daily hospital occupancy,1187,Israel
2020-12-22,Weekly new ICU admissions,74.0,Israel
2020-12-22,Weekly new hospital admissions,990.0,Israel
2020-12-23,Daily ICU occupancy,148,Israel
2020-12-23,Daily hospital occupancy,1220,Israel
2020-12-23,Weekly new ICU admissions,76.0,Israel
2020-12-23,Weekly new hospital admissions,1030.0,Israel
2020-12-24,Daily ICU occupancy,153,Israel
2020-12-24,Daily hospital occupancy,1220,Israel
2020-12-24,Weekly new ICU admissions,81.0,Israel
2020-12-24,Weekly new hospital admissions,1040.0,Israel
2020-12-25,Daily ICU occupancy,174,Israel
2020-12-25,Daily hospital occupancy,1267,Israel
2020-12-25,Weekly new ICU admissions,94.0,Israel
2020-12-25,Weekly new hospital admissions,1106.0,Israel
2020-12-26,Daily ICU occupancy,167,Israel
2020-12-26,Daily hospital occupancy,1307,Israel
2020-12-26,Weekly new ICU admissions,89.0,Israel
2020-12-26,Weekly new hospital admissions,1129.0,Israel
2020-12-27,Daily ICU occupancy,184,Israel
2020-12-27,Daily hospital occupancy,1413,Israel
2020-12-27,Weekly new ICU admissions,100.0,Israel
2020-12-27,Weekly new hospital admissions,1174.0,Israel
2020-12-28,Daily ICU occupancy,186,Israel
2020-12-28,Daily hospital occupancy,1424,Israel
2020-12-28,Weekly new ICU admissions,104.0,Israel
2020-12-28,Weekly new hospital admissions,1214.0,Israel
2020-12-29,Daily ICU occupancy,200,Israel
2020-12-29,Daily hospital occupancy,1432,Israel
2020-12-29,Weekly new ICU admissions,112.0,Israel
2020-12-29,Weekly new hospital admissions,1239.0,Israel
2020-12-30,Daily ICU occupancy,205,Israel
2020-12-30,Daily hospital occupancy,1447,Israel
2020-12-30,Weekly new ICU admissions,113.0,Israel
2020-12-30,Weekly new hospital admissions,1264.0,Israel
2020-12-31,Daily ICU occupancy,221,Israel
2020-12-31,Daily hospital occupancy,1514,Israel
2020-12-31,Weekly new ICU admissions,120.0,Israel
2020-12-31,Weekly new hospital admissions,1336.0,Israel
2021-01-01,Daily ICU occupancy,225,Israel
2021-01-01,Daily hospital occupancy,1542,Israel
2021-01-01,Weekly new ICU admissions,114.0,Israel
2021-01-01,Weekly new hospital admissions,1360.0,Israel
2021-01-02,Daily ICU occupancy,219,Israel
2021-01-02,Daily hospital occupancy,1557,Israel
2021-01-02,Weekly new ICU admissions,126.0,Israel
2021-01-02,Weekly new hospital admissions,1374.0,Israel
2021-01-03,Daily ICU occupancy,255,Israel
2021-01-03,Daily hospital occupancy,1740,Israel
2021-01-03,Weekly new ICU admissions,134.0,Israel
2021-01-03,Weekly new hospital admissions,1457.0,Israel
2021-01-04,Daily ICU occupancy,260,Israel
2021-01-04,Daily hospital occupancy,1807,Israel
2021-01-04,Weekly new ICU admissions,141.0,Israel
2021-01-04,Weekly new hospital admissions,1538.0,Israel
2021-01-05,Daily ICU occupancy,273,Israel
2021-01-05,Daily hospital occupancy,1867,Israel
2021-01-05,Weekly new ICU admissions,142.0,Israel
2021-01-05,Weekly new hospital admissions,1622.0,Israel
2021-01-06,Daily ICU occupancy,273,Israel
2021-01-06,Daily hospital occupancy,1909,Israel
2021-01-06,Weekly new ICU admissions,151.0,Israel
2021-01-06,Weekly new hospital admissions,1712.0,Israel
2021-01-07,Daily ICU occupancy,280,Israel
2021-01-07,Daily hospital occupancy,1966,Israel
2021-01-07,Weekly new ICU admissions,159.0,Israel
2021-01-07,Weekly new hospital admissions,1754.0,Israel
2021-01-08,Daily ICU occupancy,292,Israel
2021-01-08,Daily hospital occupancy,1982,Israel
2021-01-08,Weekly new ICU admissions,159.0,Israel
2021-01-08,Weekly new hospital admissions,1799.0,Israel
2021-01-09,Daily ICU occupancy,295,Israel
2021-01-09,Daily hospital occupancy,2004,Israel
2021-01-09,Weekly new ICU admissions,159.0,Israel
2021-01-09,Weekly new hospital admissions,1857.0,Israel
2021-01-10,Daily ICU occupancy,303,Israel
2021-01-10,Daily hospital occupancy,2199,Israel
2021-01-10,Weekly new ICU admissions,153.0,Israel
2021-01-10,Weekly new hospital admissions,1901.0,Israel
2021-01-11,Daily ICU occupancy,318,Israel
2021-01-11,Daily hospital occupancy,2233,Israel
2021-01-11,Weekly new ICU admissions,155.0,Israel
2021-01-11,Weekly new hospital admissions,1928.0,Israel
2021-01-12,Daily ICU occupancy,314,Israel
2021-01-12,Daily hospital occupancy,2244,Israel
2021-01-12,Weekly new ICU admissions,152.0,Israel
2021-01-12,Weekly new hospital admissions,1922.0,Israel
2021-01-13,Daily ICU occupancy,317,Israel
2021-01-13,Daily hospital occupancy,2251,Israel
2021-01-13,Weekly new ICU admissions,162.0,Israel
2021-01-13,Weekly new hospital admissions,1933.0,Israel
2021-01-14,Daily ICU occupancy,329,Israel
2021-01-14,Daily hospital occupancy,2270,Israel
