entity,indicator,date,value
Romania,Daily ICU occupancy,2021-08-07,79.0
Romania,Daily ICU occupancy,2021-08-08,80.0
Romania,Daily ICU occupancy,2021-08-09,86.0
Romania,Daily ICU occupancy,2021-08-10,97.0
Romania,Daily ICU occupancy,2021-08-11,98.0
Romania,Daily ICU occupancy,2021-08-12,102.0
Romania,Daily ICU occupancy,2021-08-13,108.0
Romania,Daily ICU occupancy,2021-08-14,112.0
Romania,Daily ICU occupancy,2021-08-15,121.0
Romania,Daily ICU occupancy,2021-08-16,126.0
Romania,Daily ICU occupancy,2021-08-17,146.0
Romania,Daily ICU occupancy,2021-08-18,153.0
Romania,Daily ICU occupancy,2021-08-19,167.0
Romania,Daily ICU occupancy,2021-08-20,182.0
Romania,Daily ICU occupancy,2021-08-21,190.0
Romania,Daily ICU occupancy,2021-08-22,193.0
Romania,Daily ICU occupancy,2021-08-23,205.0
Romania,Daily ICU occupancy,2021-08-24,212.0
Romania,Daily ICU occupancy,2021-08-25,228.0
Romania,Daily ICU occupancy,2021-08-26,238.0
Romania,Daily ICU occupancy,2021-08-27,243.0
Romania,Daily ICU occupancy,2021-08-28,269.0
Romania,Daily ICU occupancy,2021-08-29,280.0
Romania,Daily ICU occupancy,2021-08-30,291.0
Romania,Daily ICU occupancy,2021-08-31,293.0
Romania,Daily ICU occupancy,2021-09-01,322.0
Romania,Daily ICU occupancy,2021-09-02,345.0
Romania,Daily ICU occupancy,2021-09-03,358.0
Romania,Daily ICU occupancy,2021-09-04,372.0
Romania,Daily ICU occupancy,2021-09-05,405.0
Romania,Daily ICU occupancy,2021-09-06,426.0
Romania,Daily ICU occupancy,2021-09-07,470.0
Romania,Daily ICU occupancy,2021-09-08,523.0
Romania,Daily ICU occupancy,2021-09-09,543.0
Romania,Daily ICU occupancy,2021-09-10,580.0
Romania,Daily ICU occupancy,2021-09-11,602.0
Romania,Daily ICU occupancy,2021-09-12,635.0
Romania,Daily ICU occupancy,2021-09-13,674.0
Romania,Daily ICU occupancy,2021-09-14,698.0
Romania,Daily ICU occupancy,2021-09-15,743.0
Romania,Daily ICU occupancy,2021-09-16,764.0
Romania,Daily ICU occupancy,2021-09-17,800.0
Romania,Daily ICU occupancy,2021-09-18,851.0
Romania,Daily ICU occupancy,2021-09-19,953.0
Romania,Daily ICU occupancy,2021-09-20,992.0
Romania,Daily ICU occupancy,2021-09-21,1033.0
Romania,Daily ICU occupancy,2021-09-22,1067.0
Romania,Daily ICU occupancy,2021-09-23,1116.0
Romania,Daily ICU occupancy,2021-09-24,1180.0
Romania,Daily ICU occupancy,2021-09-25,1206.0
Romania,Daily ICU occupancy,2021-09-26,1218.0
Romania,Daily ICU occupancy,2021-09-27,1267.0
Romania,Daily ICU occupancy,2021-09-28,1305.0
Romania,Daily ICU occupancy,2021-09-29,1364.0
Romania,Daily ICU occupancy,2021-09-30,1387.0
Romania,Daily ICU occupancy,2021-10-01,1412.0
Romania,Daily ICU occupancy,2021-10-02,1440.0
Romania,Daily ICU occupancy,2021-10-03,1468.0
Romania,Daily ICU occupancy,2021-10-04,1480.0
Romania,Daily ICU occupancy,2021-10-05,1513.0
Romania,Daily ICU occupancy,2021-10-06,1556.0
Romania,Daily ICU occupancy,2021-10-07,1561.0
Romania,Daily ICU occupancy,2021-10-08,1595.0
Romania,Daily ICU occupancy,2021-10-09,1603.0
Romania,Daily ICU occupancy,2021-10-10,1632.0
Romania,Daily ICU occupancy,2021-10-11,1667.0
Romania,Daily ICU occupancy,2021-10-12,1676.0
Romania,Daily ICU occupancy,2021-10-13,1727.0
Romania,Daily ICU occupancy,2021-10-14,1729.0
Romania,Daily ICU occupancy,2021-10-15,2839.0
Romania,Daily ICU occupancy,2021-10-16,1750.0
Romania,Daily ICU occupancy,2021-10-17,1764.0
Romania,Daily ICU occupancy,2021-10-18,1805.0
Romania,Daily ICU occupancy,2021-10-19,1799.0
Romania,Daily ICU occupancy,2021-10-20,1821.0
Romania,Daily ICU occupancy,2021-10-21,1848.0
Romania,Daily ICU occupancy,2021-10-22,1854.0
Romania,Daily ICU occupancy,2021-10-23,1846.0
Romania,Daily ICU occupancy,2021-10-24,1859.0
Romania,Daily ICU occupancy,2021-10-25,1867.0
Romania,Daily ICU occupancy,2021-10-26,1861.0
Romania,Daily ICU occupancy,2021-10-27,1881.0
Romania,Daily ICU occupancy,2021-10-28,1874.0
Romania,Daily ICU occupancy,2021-10-29,1858.0
Romania,Daily ICU occupancy,2021-10-30,1874.0
Romania,Daily ICU occupancy,2021-10-31,1876.0
Romania,Daily ICU occupancy,2021-11-01,1876.0
Romania,Daily ICU occupancy,2021-11-02,1890.0
Romania,Daily ICU occupancy,2021-11-03,1902.0
Romania,Daily ICU occupancy,2021-11-04,1877.0
Romania,Daily ICU occupancy,2021-11-05,1867.0
Romania,Daily ICU occupancy,2021-11-06,1868.0
Romania,Daily ICU occupancy,2021-11-07,1870.0
Romania,Daily ICU occupancy,2021-11-08,1850.0
Romania,Daily ICU occupancy,2021-11-09,1820.0
Romania,Daily ICU occupancy,2021-11-10,1772.0
Romania,Daily ICU occupancy,2021-11-11,1733.0
Romania,Daily ICU occupancy,2021-11-12,1743.0
Romania,Daily ICU occupancy,2021-11-13,1736.0
Romania,Daily ICU occupancy,2021-11-14,1720.0
Romania,Daily ICU occupancy,2021-11-15,1681.0
Romania,Daily ICU occupancy,2021-11-16,1655.0
Romania,Daily ICU occupancy,2021-11-17,1632.0
Romania,Daily ICU occupancy,2021-11-18,1604.0
Romania,Daily ICU occupancy,2021-11-19,1591.0
Romania,Daily ICU occupancy,2021-11-20,1573.0
Romania,Daily ICU occupancy,2021-11-21,1539.0
Romania,Daily ICU occupancy,2021-11-22,1490.0
Romania,Daily ICU occupancy,2021-11-23,1380.0
Romania,Daily ICU occupancy,2021-11-24,1341.0
Romania,Daily ICU occupancy,2021-11-25,1312.0
Romania,Daily ICU occupancy,2021-11-26,1265.0
Romania,Daily ICU occupancy,2021-11-27,1212.0
Romania,Daily ICU occupancy,2021-11-28,1203.0
Romania,Daily ICU occupancy,2021-11-29,1146.0
Romania,Daily ICU occupancy,2021-11-30,1121.0
Romania,Daily ICU occupancy,2021-12-01,1076.0
Romania,Daily ICU occupancy,2021-12-02,1031.0
Romania,Daily ICU occupancy,2021-12-03,948.0
Romania,Daily ICU occupancy,2021-12-04,910.0
Romania,Daily ICU occupancy,2021-12-05,881.0
Romania,Daily ICU occupancy,2021-12-06,834.0
Romania,Daily ICU occupancy,2021-12-07,807.0
Romania,Daily ICU occupancy,2021-12-08,754.0
Romania,Daily ICU occupancy,2021-12-09,706.0
Romania,Daily ICU occupancy,2021-12-10,712.0
Romania,Daily ICU occupancy,2021-12-11,722.0
Romania,Daily ICU occupancy,2021-12-12,690.0
Romania,Daily ICU occupancy,2021-12-13,665.0
Romania,Daily ICU occupancy,2021-12-14,639.0
Romania,Daily ICU occupancy,2021-12-15,600.0
Romania,Daily ICU occupancy,2021-12-16,570.0
Romania,Daily ICU occupancy,2021-12-17,555.0
Romania,Daily ICU occupancy,2021-12-18,526.0
Romania,Daily ICU occupancy,2021-12-19,527.0
Romania,Daily ICU occupancy,2021-12-20,488.0
Romania,Daily ICU occupancy,2021-12-21,491.0
Romania,Daily ICU occupancy,2021-12-22,453.0
Romania,Daily ICU occupancy,2021-12-23,468.0
Romania,Daily ICU occupancy,2021-12-24,466.0
Romania,Daily ICU occupancy,2021-12-25,443.0
Romania,Daily ICU occupancy,2021-12-26,433.0
Romania,Daily ICU occupancy,2021-12-27,393.0
Romania,Daily ICU occupancy,2021-12-28,392.0
Romania,Daily ICU occupancy,2021-12-29,402.0
Romania,Daily ICU occupancy,2021-12-30,399.0
Romania,Daily ICU occupancy,2021-12-31,395.0
Romania,Daily ICU occupancy,2022-01-01,401.0
Romania,Daily ICU occupancy,2022-01-02,403.0
Romania,Daily ICU occupancy,2022-01-03,390.0
Romania,Daily ICU occupancy,2022-01-04,409.0
Romania,Daily ICU occupancy,2022-01-05,400.0
Romania,Daily ICU occupancy,2022-01-06,404.0
Romania,Daily ICU occupancy,2022-01-07,406.0
Romania,Daily ICU occupancy,2022-01-08,408.0
Romania,Daily ICU occupancy,2022-01-09,414.0
Romania,Daily ICU occupancy,2022-01-10,415.0
Romania,Daily ICU occupancy,2022-01-11,417.0
Romania,Daily ICU occupancy,2022-01-12,450.0
Romania,Daily ICU occupancy,2022-01-13,454.0
Romania,Daily ICU occupancy,2022-01-14,455.0
Romania,Daily ICU occupancy,2022-01-15,474.0
Romania,Daily ICU occupancy,2022-01-16,489.0
Romania,Daily ICU occupancy,2022-01-17,487.0
Romania,Daily ICU occupancy,2022-01-18,528.0
Romania,Daily ICU occupancy,2022-01-19,547.0
Romania,Daily ICU occupancy,2022-01-20,564.0
Romania,Daily ICU occupancy,2022-01-21,582.0
Romania,Daily ICU occupancy,2022-01-22,606.0
Romania,Daily ICU occupancy,2022-01-23,630.0
Romania,Daily ICU occupancy,2022-01-24,650.0
Romania,Daily ICU occupancy,2022-01-25,693.0
Romania,Daily ICU occupancy,2022-01-26,732.0
Romania,Daily ICU occupancy,2022-01-27,774.0
Romania,Daily ICU occupancy,2022-01-28,825.0
Romania,Daily ICU occupancy,2022-01-29,862.0
Romania,Daily ICU occupancy,2022-01-30,903.0
Romania,Daily ICU occupancy,2022-01-31,938.0
Romania,Daily ICU occupancy,2022-02-01,974.0
Romania,Daily ICU occupancy,2022-02-02,1094.0
Romania,Daily ICU occupancy,2022-02-03,1040.0
Romania,Daily ICU occupancy,2022-02-04,1043.0
Romania,Daily ICU occupancy,2022-02-05,1066.0
Romania,Daily ICU occupancy,2022-02-06,1103.0
Romania,Daily ICU occupancy,2022-02-07,1124.0
Romania,Daily ICU occupancy,2022-02-08,1129.0
Romania,Daily ICU occupancy,2022-02-09,1149.0
Romania,Daily ICU occupancy,2022-02-10,1153.0
Romania,Daily ICU occupancy,2022-02-11,1170.0
Romania,Daily ICU occupancy,2022-02-12,1142.0
Romania,Daily ICU occupancy,2022-02-13,1156.0
Romania,Daily ICU occupancy,2022-02-14,1156.0
Romania,Daily ICU occupancy,2022-02-15,1267.0
Romania,Daily ICU occupancy,2022-02-16,1120.0
Romania,Daily ICU occupancy,2022-02-17,1133.0
Romania,Daily ICU occupancy,2022-02-18,1118.0
Romania,Daily ICU occupancy,2022-02-19,1105.0
Romania,Daily ICU occupancy,2022-02-20,1102.0
Romania,Daily ICU occupancy,2022-02-21,1065.0
Romania,Daily ICU occupancy,2022-02-22,1028.0
Romania,Daily ICU occupancy,2022-02-23,1003.0
Romania,Daily ICU occupancy,2022-02-24,995.0
Romania,Daily ICU occupancy,2022-02-25,977.0
Romania,Daily ICU occupancy,2022-02-26,947.0
Romania,Daily ICU occupancy,2022-02-27,924.0
