Country,Year,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,Mu,Omicron,S:677H.Robin1,S:677P.Pelican,non_who,others,Alpha_percentage,B.1.1.277_percentage,B.1.1.302_percentage,B.1.1.519_percentage,B.1.160_percentage,B.1.177_percentage,B.1.221_percentage,B.1.258_percentage,B.1.367_percentage,B.1.620_percentage,Beta_percentage,Delta_percentage,Epsilon_percentage,Eta_percentage,Gamma_percentage,Iota_percentage,Kappa_percentage,Lambda_percentage,Mu_percentage,Omicron_percentage,S:677H.Robin1_percentage,S:677P.Pelican_percentage,non_who_percentage,others_percentage
Angola,412,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,36.0,6.19,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,61.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75,31.87
Angola,426,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,0.0,0.0,0.83,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,16.52,16.52
Angola,440,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,23.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,46.72,0.0,0.0,5.11,0.73,0.0,2.92,0.0,0.0,0.0,0.0,0.0,21.16,19.7
Argentina,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Argentina,426,22.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,120.0,115.0,12.43,0.0,0.0,2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,12.43,1.13,0.0,3.95,0.0,0.0,0.0,0.0,67.8,64.98
Argentina,440,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,45.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,87.0,84.0,16.08,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,22.61,2.51,0.0,13.07,0.0,0.0,0.0,0.0,43.72,42.21
Argentina,454,38.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,85.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,130.0,123.0,12.75,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,28.52,0.34,0.0,12.75,0.0,0.0,0.0,0.0,43.63,41.28
Argentina,468,43.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,138.0,3.0,0.0,62.0,1.0,0.0,0.0,0.0,82.0,75.0,12.76,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.78,0.0,40.95,0.89,0.0,18.4,0.3,0.0,0.0,0.0,24.32,22.24
Argentina,482,41.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,183.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,51.0,46.0,12.09,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.29,53.98,0.59,0.0,15.93,0.0,0.0,0.0,0.0,15.06,13.59
Argentina,496,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,171.0,3.0,0.0,66.0,0.0,0.0,0.0,0.0,25.0,24.0,10.63,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,56.81,1.0,0.0,21.93,0.0,0.0,0.0,0.0,8.3,7.97
Argentina,510,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,261.0,2.0,0.0,88.0,0.0,0.0,0.0,0.0,18.0,18.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.49,0.0,64.13,0.49,0.0,21.62,0.0,0.0,0.0,0.0,4.42,4.42
Argentina,524,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,252.0,1.0,0.0,78.0,0.0,0.0,0.0,0.0,11.0,11.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.26,0.0,66.32,0.26,0.0,20.53,0.0,0.0,0.0,0.0,2.89,2.89
Argentina,538,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,252.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,11.0,11.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,0.0,0.0,70.59,0.0,0.0,16.25,0.56,0.0,0.0,0.0,3.08,3.08
Argentina,552,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,189.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,7.0,7.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.06,0.0,0.0,56.08,0.0,0.0,24.33,0.3,0.0,0.0,0.0,2.08,2.08
Argentina,566,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,278.0,0.0,0.0,92.0,3.0,0.0,0.0,0.0,8.0,8.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.92,0.0,0.0,57.92,0.0,0.0,19.17,0.62,0.0,0.0,0.0,1.66,1.66
Argentina,580,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,243.0,0.0,0.0,105.0,3.0,0.0,0.0,0.0,2.0,2.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02,0.0,0.0,54.36,0.0,0.0,23.49,0.67,0.0,0.0,0.0,0.45,0.45
Argentina,594,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,256.0,0.0,0.0,90.0,5.0,0.0,0.0,0.0,2.0,2.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13,0.0,0.0,57.27,0.0,0.0,20.13,1.12,0.0,0.0,0.0,0.46,0.46
Argentina,608,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,115.0,1.0,0.0,62.0,3.0,0.0,0.0,0.0,2.0,2.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.58,0.0,0.0,36.74,0.32,0.0,19.81,0.96,0.0,0.0,0.0,0.63,0.63
Argentina,622,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,82.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,2.0,2.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.89,0.0,0.0,34.02,0.0,0.0,15.77,1.66,0.0,0.0,0.0,0.83,0.83
Argentina,636,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,115.0,0.0,0.0,73.0,2.0,0.0,0.0,0.0,1.0,1.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.85,0.0,0.0,30.91,0.0,0.0,19.62,0.54,0.0,0.0,0.0,0.27,0.27
Argentina,650,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,0.0,91.0,0.0,0.0,61.0,7.0,0.0,0.0,0.0,1.0,1.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.05,0.0,0.0,13.81,0.0,0.0,9.26,1.06,0.0,0.0,0.0,0.15,0.15
Argentina,664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,0.0,0.0,46.0,0.0,0.0,55.0,6.0,0.0,0.0,0.0,1.0,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.18,0.0,0.0,6.5,0.0,0.0,7.77,0.85,0.0,0.0,0.0,0.14,0.14
Argentina,678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,0.0,11.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.11,0.0,0.0,1.58,0.0,0.0,3.45,0.86,0.0,0.0,0.0,0.0,0.0
Argentina,692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,5.0,1.0,0.0,6.0,0.0,31.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,0.0,0.0,0.81,0.16,0.0,0.97,0.0,5.0,0.0,0.0,0.0,0.0
Argentina,706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,408.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6,0.0,0.0,0.11,0.0,0.0,0.11,0.11,45.84,0.0,0.0,0.23,0.23
Argentina,720,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,20.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.27,0.0,0.0,0.0,-0.19
Argentina,734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.21,0.0,0.0,0.0,-0.3
Aruba,384,9.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,98.0,7.89,0.0,0.0,0.88,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,89.48,85.97
Aruba,398,37.0,0.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,101.0,88.0,24.03,0.0,0.0,2.6,0.0,3.9,0.65,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.65,1.3,0.0,0.0,0.0,0.0,1.3,0.0,65.58,57.13
Aruba,412,65.0,0.0,0.0,12.0,0.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,52.0,0.0,0.0,9.6,0.0,5.6,0.8,0.0,0.0,0.0,1.6,0.0,12.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,28.8,12.8
Aruba,454,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,5.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,66.21,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.38,9.66,3.45,0.0,6.21,6.21,0.0,0.0,0.0,0.0,0.0,0.0,6.88,6.19
Aruba,468,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,14.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,7.0,61.43,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.71,0.0,10.0,19.29,0.0,0.71,0.71,0.0,0.0,0.0,5.72,5.01
Aruba,482,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,17.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,53.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,11.88,16.83,0.0,0.0,5.94,0.0,0.0,0.0,1.98,1.98
Aruba,496,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.36,8.41,0.0,0.0,18.69,0.0,0.0,0.0,0.94,0.94
Aruba,566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.24,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0
Aruba,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.67,0.0,0.0,0.19,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0
Aruba,594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.85,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0
Aruba,608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Australia,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Australia,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Australia,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Australia,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2738.0,2738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Australia,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4183.0,4183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Australia,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3021.0,3021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Australia,223,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988.0,1985.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.85
Australia,237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,769.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.74
Australia,251,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,321.0,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.07
Australia,265,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,179.0,0.0,0.0,0.0,0.0,0.0,1.09,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,97.81
Australia,279,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,127.0,0.0,0.0,0.0,0.0,1.48,3.7,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.08
Australia,335,6.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,131.0,123.0,4.2,0.0,0.0,0.0,0.0,2.1,0.0,1.4,0.0,0.0,1.4,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.4,91.6,86.0
Australia,349,38.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,221.0,211.0,13.52,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,4.27,0.0,3.2,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,78.65,75.09
Australia,370,44.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,42.0,44.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,42.0
Australia,426,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,5.74,0.82,0.0,0.82,0.82,0.82,1.64,0.0,0.0,0.0,0.0,0.0,39.34,38.52
Australia,440,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0,36.0,54.47,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,7.32,2.44,0.0,1.63,1.63,0.0,1.63,0.81,0.0,0.0,0.0,0.0,30.07,29.26
Australia,454,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.0,1.0,2.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,46.2,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,12.66,21.52,0.63,1.27,1.27,0.0,11.39,0.0,0.0,0.0,0.0,0.0,5.06,4.43
Australia,468,63.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,85.0,0.0,0.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,30.88,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,3.92,41.67,0.0,0.0,0.98,0.49,8.33,0.0,0.0,0.0,0.0,0.0,13.73,11.28
Australia,482,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,39.5,0.0,4.2,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,8.4,8.4
Australia,496,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,1.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,12.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,17.59,0.0,0.93,0.0,0.93,60.19,0.0,0.0,0.0,0.0,0.0,4.62,4.62
Australia,510,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,59.0,0.0,1.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,42.14,0.0,0.71,0.0,0.0,27.14,0.0,0.71,0.0,0.0,0.0,5.73,5.73
