location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Sweden,2021-10-01,18-24,72.74,61.69,0.03
Sweden,2021-10-01,25-49,79.01,72.46,0.1
Sweden,2021-10-01,50-59,89.64,87.05,0.29
Sweden,2021-10-01,60-69,91.86,90.08,0.51
Sweden,2021-10-01,70-79,96.49,94.94,0.77
Sweden,2021-10-01,80+,95.07,92.65,1.1
Sweden,2021-10-08,15-17,72.2,53.18,0.0
Sweden,2021-10-08,18-24,73.27,63.32,0.03
Sweden,2021-10-08,25-49,79.34,73.52,0.13
Sweden,2021-10-08,50-59,89.76,87.41,0.37
Sweden,2021-10-08,60-69,91.93,90.25,0.7
Sweden,2021-10-08,70-79,96.53,95.02,1.45
Sweden,2021-10-08,80+,95.12,92.77,5.71
Sweden,2021-10-15,15-17,73.27,56.31,0.0
Sweden,2021-10-15,18-24,73.87,64.52,0.04
Sweden,2021-10-15,25-49,79.73,74.45,0.16
Sweden,2021-10-15,50-59,89.91,87.75,0.48
Sweden,2021-10-15,60-69,92.01,90.42,0.97
Sweden,2021-10-15,70-79,96.58,95.12,2.64
Sweden,2021-10-15,80+,95.18,92.95,15.19
Sweden,2021-10-22,15-17,73.83,58.46,0.0
Sweden,2021-10-22,18-24,74.22,65.45,0.06
Sweden,2021-10-22,25-49,79.97,75.2,0.22
Sweden,2021-10-22,50-59,90.01,88.03,0.62
Sweden,2021-10-22,60-69,92.06,90.58,1.3
Sweden,2021-10-22,70-79,96.62,95.23,3.94
Sweden,2021-10-22,80+,95.25,93.14,24.58
Sweden,2021-10-29,15-17,74.37,61.0,0.0
Sweden,2021-10-29,18-24,74.53,66.56,0.07
Sweden,2021-10-29,25-49,80.19,75.88,0.26
Sweden,2021-10-29,50-59,90.1,88.27,0.75
Sweden,2021-10-29,60-69,92.12,90.71,1.72
Sweden,2021-10-29,70-79,96.65,95.31,5.55
Sweden,2021-10-29,80+,95.3,93.32,36.29
Sweden,2021-11-05,15-17,74.8,62.39,0.0
Sweden,2021-11-05,18-24,74.81,67.34,0.11
Sweden,2021-11-05,25-49,80.39,76.31,0.38
Sweden,2021-11-05,50-59,90.17,88.42,1.05
Sweden,2021-11-05,60-69,92.16,90.8,2.36
Sweden,2021-11-05,70-79,96.68,95.37,7.58
Sweden,2021-11-05,80+,95.33,93.45,44.66
Sweden,2021-11-12,15-17,75.27,64.01,0.0
Sweden,2021-11-12,18-24,75.11,68.04,0.2
Sweden,2021-11-12,25-49,80.59,76.71,0.64
Sweden,2021-11-12,50-59,90.25,88.56,1.65
Sweden,2021-11-12,60-69,92.21,90.89,5.68
Sweden,2021-11-12,70-79,96.72,95.49,17.26
Sweden,2021-11-12,80+,95.37,93.61,57.02
Sweden,2021-11-19,15-17,75.86,65.62,0.0
Sweden,2021-11-19,18-24,75.53,68.71,0.32
Sweden,2021-11-19,25-49,80.85,77.09,0.94
Sweden,2021-11-19,50-59,90.35,88.7,2.38
Sweden,2021-11-19,60-69,92.27,90.99,12.72
Sweden,2021-11-19,70-79,96.76,95.62,32.81
Sweden,2021-11-19,80+,95.4,93.72,65.02
Sweden,2021-11-26,15-17,76.68,67.18,0.01
Sweden,2021-11-26,18-24,76.22,69.54,0.5
Sweden,2021-11-26,25-49,81.21,77.52,1.39
Sweden,2021-11-26,50-59,90.47,88.86,3.37
Sweden,2021-11-26,60-69,92.34,91.11,21.27
Sweden,2021-11-26,70-79,96.8,95.75,47.98
Sweden,2021-11-26,80+,95.43,93.83,70.56
Sweden,2021-12-03,15-17,77.62,68.51,0.02
Sweden,2021-12-03,18-24,77.05,70.45,0.79
Sweden,2021-12-03,25-49,81.6,77.95,2.14
Sweden,2021-12-03,50-59,90.6,88.99,4.88
Sweden,2021-12-03,60-69,92.41,91.21,31.13
Sweden,2021-12-03,70-79,96.84,95.86,61.84
Sweden,2021-12-03,80+,95.45,93.89,74.63
Sweden,2021-12-10,15-17,78.6,69.8,0.04
Sweden,2021-12-10,18-24,77.96,71.37,1.33
Sweden,2021-12-10,25-49,82.07,78.39,3.49
Sweden,2021-12-10,50-59,90.75,89.15,8.02
Sweden,2021-12-10,60-69,92.5,91.33,42.62
Sweden,2021-12-10,70-79,96.89,95.96,73.24
Sweden,2021-12-10,80+,95.48,93.96,77.93
Sweden,2021-12-17,15-17,79.55,71.08,0.08
Sweden,2021-12-17,18-24,78.78,72.29,2.23
Sweden,2021-12-17,25-49,82.51,78.86,5.53
Sweden,2021-12-17,50-59,90.91,89.33,14.97
Sweden,2021-12-17,60-69,92.59,91.49,57.75
Sweden,2021-12-17,70-79,96.94,96.06,81.37
Sweden,2021-12-17,80+,95.51,94.02,80.53
Sweden,2021-12-24,15-17,80.04,71.83,0.12
Sweden,2021-12-24,18-24,79.17,72.87,2.73
Sweden,2021-12-24,25-49,82.71,79.13,6.51
Sweden,2021-12-24,50-59,90.98,89.44,19.16
Sweden,2021-12-24,60-69,92.64,91.56,63.97
Sweden,2021-12-24,70-79,96.96,96.09,83.45
Sweden,2021-12-24,80+,95.52,94.05,81.26
Sweden,2021-12-31,15-17,80.38,72.33,0.15
Sweden,2021-12-31,18-24,79.42,73.25,3.08
Sweden,2021-12-31,25-49,82.85,79.33,7.18
Sweden,2021-12-31,50-59,91.04,89.53,23.17
Sweden,2021-12-31,60-69,92.67,91.61,67.05
Sweden,2021-12-31,70-79,96.97,96.11,84.26
Sweden,2021-12-31,80+,95.52,94.06,81.53
Sweden,2022-01-07,15-17,80.83,73.18,0.22
Sweden,2022-01-07,18-24,79.73,73.8,3.66
Sweden,2022-01-07,25-49,83.05,79.64,8.5
Sweden,2022-01-07,50-59,91.11,89.66,30.45
Sweden,2022-01-07,60-69,92.7,91.68,70.43
Sweden,2022-01-07,70-79,96.99,96.14,85.12
Sweden,2022-01-07,80+,95.53,94.07,81.83
Sweden,2022-01-14,15-17,81.44,74.28,0.41
Sweden,2022-01-14,18-24,80.2,74.63,4.9
Sweden,2022-01-14,25-49,83.35,80.13,12.73
Sweden,2022-01-14,50-59,91.22,89.86,43.26
Sweden,2022-01-14,60-69,92.76,91.79,75.16
Sweden,2022-01-14,70-79,97.02,96.2,86.72
Sweden,2022-01-14,80+,95.55,94.11,82.44
Sweden,2022-01-21,15-17,81.94,75.12,0.88
Sweden,2022-01-21,18-24,80.62,75.26,7.16
Sweden,2022-01-21,25-49,83.62,80.48,20.34
Sweden,2022-01-21,50-59,91.31,90.01,54.63
Sweden,2022-01-21,60-69,92.82,91.88,78.09
Sweden,2022-01-21,70-79,97.05,96.24,87.79
Sweden,2022-01-21,80+,95.57,94.13,82.9
Sweden,2022-01-28,15-17,82.29,75.68,1.81
Sweden,2022-01-28,18-24,80.92,75.72,11.17
Sweden,2022-01-28,25-49,83.79,80.73,27.71
Sweden,2022-01-28,50-59,91.37,90.11,61.89
Sweden,2022-01-28,60-69,92.85,91.93,79.75
Sweden,2022-01-28,70-79,97.06,96.27,88.44
Sweden,2022-01-28,80+,95.58,94.15,83.24
Sweden,2022-02-04,15-17,82.37,75.83,2.47
Sweden,2022-02-04,18-24,81.01,75.86,12.92
Sweden,2022-02-04,25-49,83.83,80.8,29.8
Sweden,2022-02-04,50-59,91.38,90.14,63.39
Sweden,2022-02-04,60-69,92.86,91.94,80.16
Sweden,2022-02-04,70-79,97.07,96.27,88.65
Sweden,2022-02-04,80+,95.58,94.15,83.33
Switzerland,2020-12-27,0-9,0.0,0.0,
Switzerland,2020-12-27,10-19,0.0,0.0,
Switzerland,2020-12-27,20-29,0.01,0.0,
Switzerland,2020-12-27,30-39,0.01,0.0,
Switzerland,2020-12-27,40-49,0.01,0.0,
Switzerland,2020-12-27,50-59,0.01,0.0,
Switzerland,2020-12-27,60-69,0.01,0.0,
Switzerland,2020-12-27,70-79,0.01,0.0,
Switzerland,2020-12-27,80+,0.09,0.0,
Switzerland,2021-01-03,0-9,0.0,0.0,
Switzerland,2021-01-03,10-19,0.0,0.0,
Switzerland,2021-01-03,20-29,0.02,0.0,
Switzerland,2021-01-03,30-39,0.02,0.0,
Switzerland,2021-01-03,40-49,0.04,0.0,
Switzerland,2021-01-03,50-59,0.05,0.0,
Switzerland,2021-01-03,60-69,0.1,0.0,
Switzerland,2021-01-03,70-79,0.2,0.0,
Switzerland,2021-01-03,80+,0.47,0.0,
Switzerland,2021-01-10,0-9,0.0,0.0,
Switzerland,2021-01-10,10-19,0.02,0.0,
Switzerland,2021-01-10,20-29,0.13,0.0,
Switzerland,2021-01-10,30-39,0.16,0.0,
Switzerland,2021-01-10,40-49,0.23,0.0,
Switzerland,2021-01-10,50-59,0.34,0.0,
Switzerland,2021-01-10,60-69,0.41,0.0,
Switzerland,2021-01-10,70-79,1.15,0.0,
Switzerland,2021-01-10,80+,3.63,0.0,
Switzerland,2021-01-17,0-9,0.0,0.0,
Switzerland,2021-01-17,10-19,0.04,0.0,
Switzerland,2021-01-17,20-29,0.28,0.0,
Switzerland,2021-01-17,30-39,0.37,0.0,
Switzerland,2021-01-17,40-49,0.52,0.01,
Switzerland,2021-01-17,50-59,0.71,0.01,
Switzerland,2021-01-17,60-69,0.87,0.0,
Switzerland,2021-01-17,70-79,3.06,0.0,
Switzerland,2021-01-17,80+,8.7,0.01,
Switzerland,2021-01-24,0-9,0.0,0.0,
Switzerland,2021-01-24,10-19,0.08,0.0,
Switzerland,2021-01-24,20-29,0.52,0.01,
Switzerland,2021-01-24,30-39,0.7,0.01,
Switzerland,2021-01-24,40-49,0.97,0.02,
Switzerland,2021-01-24,50-59,1.35,0.03,
Switzerland,2021-01-24,60-69,1.73,0.08,
Switzerland,2021-01-24,70-79,6.81,0.16,
Switzerland,2021-01-24,80+,17.32,0.21,
Switzerland,2021-01-31,0-9,0.0,0.0,
Switzerland,2021-01-31,10-19,0.12,0.01,
Switzerland,2021-01-31,20-29,0.77,0.04,
Switzerland,2021-01-31,30-39,1.02,0.06,
Switzerland,2021-01-31,40-49,1.43,0.09,
Switzerland,2021-01-31,50-59,2.06,0.13,
Switzerland,2021-01-31,60-69,2.84,0.21,
Switzerland,2021-01-31,70-79,11.17,0.56,
Switzerland,2021-01-31,80+,27.77,1.38,
Switzerland,2021-02-07,0-9,0.0,0.0,
Switzerland,2021-02-07,10-19,0.14,0.02,
Switzerland,2021-02-07,20-29,0.91,0.14,
Switzerland,2021-02-07,30-39,1.21,0.17,
Switzerland,2021-02-07,40-49,1.71,0.25,
Switzerland,2021-02-07,50-59,2.52,0.36,
Switzerland,2021-02-07,60-69,3.64,0.46,
Switzerland,2021-02-07,70-79,14.05,1.49,
Switzerland,2021-02-07,80+,33.37,4.53,
Switzerland,2021-02-14,0-9,0.0,0.0,
Switzerland,2021-02-14,10-19,0.18,0.05,
Switzerland,2021-02-14,20-29,1.12,0.35,
Switzerland,2021-02-14,30-39,1.47,0.45,
Switzerland,2021-02-14,40-49,2.1,0.61,
Switzerland,2021-02-14,50-59,3.14,0.8,
Switzerland,2021-02-14,60-69,4.48,0.96,
Switzerland,2021-02-14,70-79,16.9,3.29,
Switzerland,2021-02-14,80+,39.79,9.14,
Switzerland,2021-02-21,0-9,0.0,0.0,
Switzerland,2021-02-21,10-19,0.2,0.07,
Switzerland,2021-02-21,20-29,1.3,0.47,
Switzerland,2021-02-21,30-39,1.69,0.62,
Switzerland,2021-02-21,40-49,2.42,0.87,
Switzerland,2021-02-21,50-59,3.66,1.2,
Switzerland,2021-02-21,60-69,5.26,1.58,
Switzerland,2021-02-21,70-79,19.03,6.5,
Switzerland,2021-02-21,80+,43.86,15.73,
Switzerland,2021-02-28,0-9,0.0,0.0,
Switzerland,2021-02-28,10-19,0.22,0.09,
Switzerland,2021-02-28,20-29,1.47,0.62,
Switzerland,2021-02-28,30-39,1.91,0.83,
Switzerland,2021-02-28,40-49,2.7,1.19,
Switzerland,2021-02-28,50-59,4.08,1.72,
Switzerland,2021-02-28,60-69,5.87,2.42,
Switzerland,2021-02-28,70-79,20.87,10.27,
Switzerland,2021-02-28,80+,47.07,24.09,
Switzerland,2021-03-07,0-9,0.0,0.0,
Switzerland,2021-03-07,10-19,0.25,0.13,
Switzerland,2021-03-07,20-29,1.68,0.82,
Switzerland,2021-03-07,30-39,2.19,1.09,
Switzerland,2021-03-07,40-49,3.05,1.56,
Switzerland,2021-03-07,50-59,4.62,2.29,
Switzerland,2021-03-07,60-69,6.79,3.28,
Switzerland,2021-03-07,70-79,24.19,12.99,
Switzerland,2021-03-07,80+,52.11,30.69,
Switzerland,2021-03-14,0-9,0.0,0.0,
Switzerland,2021-03-14,10-19,0.29,0.15,
Switzerland,2021-03-14,20-29,1.96,0.96,
Switzerland,2021-03-14,30-39,2.54,1.27,
Switzerland,2021-03-14,40-49,3.53,1.82,
Switzerland,2021-03-14,50-59,5.35,2.71,
Switzerland,2021-03-14,60-69,8.05,3.91,
Switzerland,2021-03-14,70-79,28.07,15.33,
Switzerland,2021-03-14,80+,57.52,36.33,
Switzerland,2021-03-21,0-9,0.0,0.0,
Switzerland,2021-03-21,10-19,0.33,0.19,
Switzerland,2021-03-21,20-29,2.17,1.23,
Switzerland,2021-03-21,30-39,2.83,1.62,
Switzerland,2021-03-21,40-49,3.97,2.28,
Switzerland,2021-03-21,50-59,6.07,3.42,
Switzerland,2021-03-21,60-69,9.52,4.82,
Switzerland,2021-03-21,70-79,31.53,17.62,
Switzerland,2021-03-21,80+,61.15,41.6,
Switzerland,2021-03-28,0-9,0.01,0.0,
Switzerland,2021-03-28,10-19,0.37,0.22,
Switzerland,2021-03-28,20-29,2.48,1.44,
Switzerland,2021-03-28,30-39,3.22,1.9,
Switzerland,2021-03-28,40-49,4.55,2.67,
Switzerland,2021-03-28,50-59,7.06,4.02,
Switzerland,2021-03-28,60-69,11.81,5.76,
Switzerland,2021-03-28,70-79,36.83,20.36,
Switzerland,2021-03-28,80+,66.02,46.13,
Switzerland,2021-04-04,0-9,0.01,0.0,
Switzerland,2021-04-04,10-19,0.41,0.24,
Switzerland,2021-04-04,20-29,2.74,1.62,
Switzerland,2021-04-04,30-39,3.58,2.13,
Switzerland,2021-04-04,40-49,5.09,2.97,
Switzerland,2021-04-04,50-59,7.99,4.48,
Switzerland,2021-04-04,60-69,14.41,6.57,
Switzerland,2021-04-04,70-79,41.99,23.42,
Switzerland,2021-04-04,80+,70.06,50.54,
Switzerland,2021-04-11,0-9,0.01,0.0,
Switzerland,2021-04-11,10-19,0.45,0.28,
Switzerland,2021-04-11,20-29,3.01,1.89,
Switzerland,2021-04-11,30-39,3.91,2.46,
Switzerland,2021-04-11,40-49,5.58,3.42,
Switzerland,2021-04-11,50-59,8.86,5.18,
Switzerland,2021-04-11,60-69,18.13,7.8,
Switzerland,2021-04-11,70-79,48.34,27.28,
Switzerland,2021-04-11,80+,73.45,55.8,
Switzerland,2021-04-18,0-9,0.01,0.0,
Switzerland,2021-04-18,10-19,0.51,0.31,
Switzerland,2021-04-18,20-29,3.5,2.13,
Switzerland,2021-04-18,30-39,4.57,2.78,
Switzerland,2021-04-18,40-49,6.62,3.9,
Switzerland,2021-04-18,50-59,10.64,5.95,
Switzerland,2021-04-18,60-69,25.36,9.4,
Switzerland,2021-04-18,70-79,58.26,31.05,
Switzerland,2021-04-18,80+,76.98,59.93,
Switzerland,2021-04-25,0-9,0.01,0.0,
Switzerland,2021-04-25,10-19,0.63,0.36,
Switzerland,2021-04-25,20-29,4.28,2.42,
Switzerland,2021-04-25,30-39,5.52,3.15,
Switzerland,2021-04-25,40-49,8.43,4.47,
Switzerland,2021-04-25,50-59,14.24,6.97,
Switzerland,2021-04-25,60-69,34.48,11.72,
Switzerland,2021-04-25,70-79,67.16,36.07,
Switzerland,2021-04-25,80+,79.61,64.65,
Switzerland,2021-05-02,0-9,0.01,0.0,
Switzerland,2021-05-02,10-19,0.88,0.4,
Switzerland,2021-05-02,20-29,5.63,2.73,
Switzerland,2021-05-02,30-39,7.07,3.54,
Switzerland,2021-05-02,40-49,11.1,5.05,
Switzerland,2021-05-02,50-59,19.7,7.96,
Switzerland,2021-05-02,60-69,43.41,14.28,
Switzerland,2021-05-02,70-79,73.45,40.95,
Switzerland,2021-05-02,80+,81.9,68.48,
Switzerland,2021-05-09,0-9,0.01,0.0,
Switzerland,2021-05-09,10-19,1.33,0.46,
Switzerland,2021-05-09,20-29,8.08,3.13,
Switzerland,2021-05-09,30-39,9.69,4.0,
Switzerland,2021-05-09,40-49,14.9,5.7,
Switzerland,2021-05-09,50-59,27.55,9.15,
Switzerland,2021-05-09,60-69,51.5,18.07,
Switzerland,2021-05-09,70-79,76.72,47.47,
Switzerland,2021-05-09,80+,83.74,72.2,
Switzerland,2021-05-16,0-9,0.01,0.01,
Switzerland,2021-05-16,10-19,1.83,0.53,
Switzerland,2021-05-16,20-29,10.35,3.62,
Switzerland,2021-05-16,30-39,12.27,4.61,
Switzerland,2021-05-16,40-49,18.59,6.68,
Switzerland,2021-05-16,50-59,35.59,10.86,
Switzerland,2021-05-16,60-69,57.49,24.46,
Switzerland,2021-05-16,70-79,78.42,56.24,
Switzerland,2021-05-16,80+,84.73,75.33,
Switzerland,2021-05-23,0-9,0.01,0.01,
Switzerland,2021-05-23,10-19,2.54,0.66,
Switzerland,2021-05-23,20-29,13.63,4.45,
Switzerland,2021-05-23,30-39,16.32,5.59,
Switzerland,2021-05-23,40-49,23.71,8.46,
Switzerland,2021-05-23,50-59,43.3,14.24,
Switzerland,2021-05-23,60-69,62.3,33.46,
Switzerland,2021-05-23,70-79,80.04,65.94,
Switzerland,2021-05-23,80+,85.84,78.41,
Switzerland,2021-05-30,0-9,0.01,0.01,
Switzerland,2021-05-30,10-19,3.51,0.92,
Switzerland,2021-05-30,20-29,17.83,5.8,
Switzerland,2021-05-30,30-39,21.59,7.15,
Switzerland,2021-05-30,40-49,29.99,11.12,
Switzerland,2021-05-30,50-59,47.98,19.21,
Switzerland,2021-05-30,60-69,65.13,41.86,
Switzerland,2021-05-30,70-79,81.01,72.26,
Switzerland,2021-05-30,80+,86.56,80.74,
Switzerland,2021-06-06,0-9,0.01,0.01,
Switzerland,2021-06-06,10-19,5.02,1.35,
Switzerland,2021-06-06,20-29,23.54,8.12,
Switzerland,2021-06-06,30-39,28.32,9.66,
Switzerland,2021-06-06,40-49,37.65,14.82,
Switzerland,2021-06-06,50-59,52.19,26.46,
Switzerland,2021-06-06,60-69,67.58,49.86,
Switzerland,2021-06-06,70-79,81.86,75.68,
Switzerland,2021-06-06,80+,87.23,82.57,
Switzerland,2021-06-13,0-9,0.01,0.01,
Switzerland,2021-06-13,10-19,7.1,1.9,
Switzerland,2021-06-13,20-29,29.84,10.68,
Switzerland,2021-06-13,30-39,35.35,12.56,
Switzerland,2021-06-13,40-49,45.2,18.85,
Switzerland,2021-06-13,50-59,56.66,34.45,
Switzerland,2021-06-13,60-69,70.07,56.5,
Switzerland,2021-06-13,70-79,82.64,77.68,
Switzerland,2021-06-13,80+,87.81,83.77,
Switzerland,2021-06-20,0-9,0.02,0.01,
Switzerland,2021-06-20,10-19,9.62,2.65,
Switzerland,2021-06-20,20-29,35.77,13.84,
Switzerland,2021-06-20,30-39,41.45,16.44,
Switzerland,2021-06-20,40-49,51.27,23.69,
Switzerland,2021-06-20,50-59,60.26,42.32,
Switzerland,2021-06-20,60-69,72.12,61.44,
Switzerland,2021-06-20,70-79,83.36,79.31,
Switzerland,2021-06-20,80+,88.28,84.8,
Switzerland,2021-06-27,0-9,0.02,0.01,
Switzerland,2021-06-27,10-19,11.56,3.71,
Switzerland,2021-06-27,20-29,40.58,18.16,
Switzerland,2021-06-27,30-39,45.9,21.71,
Switzerland,2021-06-27,40-49,55.4,29.94,
Switzerland,2021-06-27,50-59,63.05,47.76,
Switzerland,2021-06-27,60-69,73.77,64.55,
Switzerland,2021-06-27,70-79,84.0,80.34,
Switzerland,2021-06-27,80+,88.68,85.48,
Switzerland,2021-07-04,0-9,0.02,0.01,
Switzerland,2021-07-04,10-19,13.96,5.24,
Switzerland,2021-07-04,20-29,43.03,23.7,
Switzerland,2021-07-04,30-39,47.98,28.2,
Switzerland,2021-07-04,40-49,57.23,37.46,
Switzerland,2021-07-04,50-59,64.49,52.04,
Switzerland,2021-07-04,60-69,74.74,67.06,
Switzerland,2021-07-04,70-79,84.47,81.21,
Switzerland,2021-07-04,80+,89.01,86.12,
Switzerland,2021-07-11,0-9,0.02,0.01,
Switzerland,2021-07-11,10-19,15.78,7.18,
Switzerland,2021-07-11,20-29,44.62,29.58,
Switzerland,2021-07-11,30-39,49.28,34.79,
Switzerland,2021-07-11,40-49,58.4,44.59,
Switzerland,2021-07-11,50-59,65.51,56.3,
Switzerland,2021-07-11,60-69,75.49,69.47,
Switzerland,2021-07-11,70-79,84.86,81.98,
Switzerland,2021-07-11,80+,89.28,86.63,
Switzerland,2021-07-18,0-9,0.02,0.01,
Switzerland,2021-07-18,10-19,17.24,9.48,
Switzerland,2021-07-18,20-29,46.18,35.27,
Switzerland,2021-07-18,30-39,50.41,40.65,
Switzerland,2021-07-18,40-49,59.41,50.44,
Switzerland,2021-07-18,50-59,66.45,59.74,
Switzerland,2021-07-18,60-69,76.17,71.45,
Switzerland,2021-07-18,70-79,85.22,82.68,
Switzerland,2021-07-18,80+,89.54,87.07,
Switzerland,2021-07-25,0-9,0.02,0.01,
Switzerland,2021-07-25,10-19,18.47,11.34,
Switzerland,2021-07-25,20-29,47.38,39.96,
Switzerland,2021-07-25,30-39,51.52,45.08,
Switzerland,2021-07-25,40-49,60.36,54.55,
Switzerland,2021-07-25,50-59,67.32,62.47,
Switzerland,2021-07-25,60-69,76.83,73.08,
Switzerland,2021-07-25,70-79,85.59,83.28,
Switzerland,2021-07-25,80+,89.81,87.45,
Switzerland,2021-08-01,0-9,0.02,0.01,
Switzerland,2021-08-01,10-19,19.67,13.3,
Switzerland,2021-08-01,20-29,48.51,42.47,
Switzerland,2021-08-01,30-39,52.58,47.27,
Switzerland,2021-08-01,40-49,61.26,56.43,
Switzerland,2021-08-01,50-59,68.14,63.88,
Switzerland,2021-08-01,60-69,77.45,74.04,
Switzerland,2021-08-01,70-79,85.91,83.73,
Switzerland,2021-08-01,80+,90.04,87.74,
Switzerland,2021-08-08,0-9,0.02,0.01,
Switzerland,2021-08-08,10-19,20.84,15.04,
Switzerland,2021-08-08,20-29,49.41,44.01,
Switzerland,2021-08-08,30-39,53.44,48.63,
Switzerland,2021-08-08,40-49,62.0,57.66,
Switzerland,2021-08-08,50-59,68.77,64.88,
Switzerland,2021-08-08,60-69,77.91,74.76,
Switzerland,2021-08-08,70-79,86.14,84.09,
Switzerland,2021-08-08,80+,90.2,87.98,
Switzerland,2021-08-15,0-9,0.02,0.01,
Switzerland,2021-08-15,10-19,22.28,16.69,
Switzerland,2021-08-15,20-29,50.43,45.52,
Switzerland,2021-08-15,30-39,54.41,49.78,
Switzerland,2021-08-15,40-49,62.88,58.7,
Switzerland,2021-08-15,50-59,69.49,65.81,
Switzerland,2021-08-15,60-69,78.38,75.42,
Switzerland,2021-08-15,70-79,86.4,84.44,
Switzerland,2021-08-15,80+,90.38,88.22,
Switzerland,2021-08-22,0-9,0.02,0.01,
Switzerland,2021-08-22,10-19,24.04,18.21,
Switzerland,2021-08-22,20-29,51.52,46.84,
Switzerland,2021-08-22,30-39,55.54,50.97,
Switzerland,2021-08-22,40-49,63.94,59.77,
Switzerland,2021-08-22,50-59,70.3,66.73,
Switzerland,2021-08-22,60-69,78.94,76.1,
Switzerland,2021-08-22,70-79,86.7,84.8,
Switzerland,2021-08-22,80+,90.62,88.48,
Switzerland,2021-08-29,0-9,0.02,0.01,
Switzerland,2021-08-29,10-19,26.18,19.58,
Switzerland,2021-08-29,20-29,52.86,48.07,
Switzerland,2021-08-29,30-39,57.03,52.16,
Switzerland,2021-08-29,40-49,65.3,60.84,
Switzerland,2021-08-29,50-59,71.34,67.64,
Switzerland,2021-08-29,60-69,79.67,76.77,
Switzerland,2021-08-29,70-79,87.08,85.15,
Switzerland,2021-08-29,80+,90.92,88.72,
Switzerland,2021-09-05,0-9,0.02,0.01,
Switzerland,2021-09-05,10-19,28.58,20.86,
Switzerland,2021-09-05,20-29,54.46,49.08,
Switzerland,2021-09-05,30-39,58.68,53.14,
Switzerland,2021-09-05,40-49,66.77,61.73,
Switzerland,2021-09-05,50-59,72.47,68.36,
Switzerland,2021-09-05,60-69,80.47,77.3,
Switzerland,2021-09-05,70-79,87.54,85.41,
Switzerland,2021-09-05,80+,91.25,88.91,
Switzerland,2021-09-12,0-9,0.02,0.01,
Switzerland,2021-09-12,10-19,31.35,22.44,
Switzerland,2021-09-12,20-29,56.89,50.31,
Switzerland,2021-09-12,30-39,60.89,54.29,
Switzerland,2021-09-12,40-49,68.62,62.77,
